"flagged","Flag_1","Flag_2","Contextual","Veracity","Rebuttal","Lingual.overlap","Content.overlap","text_y","quote_tweets","date","favorites","retweets","day","id","replies","fraud","won","ballots"
"N","","",0,0,0,0,0,"Go Joe!!! https://t.co/wOhVdHMUJR",2000,"2020-11-01 3:48:29",130615,28983,"2020-11-01",1322747312213550080,3318,0,0,0
"N","","",0,0,0,0,0,"Great people with unlimited potential. WIN!!! https://t.co/66iXZmwSuL",641,"2020-11-01 3:52:31",71625,15109,"2020-11-01",1322748328308859904,2007,0,0,0
"N","","",0,0,0,0,0,".@Facebook  Put them back NOW! https://t.co/eLgs5viXKp",41000,"2020-11-01 4:47:31",125446,34637,"2020-11-01",1322762168304049920,15425,0,0,0
"N","","",0,0,0,0,0,"People have long been voting but Joe Biden has still not released his Supreme Court List of Radical Left Judges that he would like to put on the Court. Also, is he going to Court Pack? He thinks he can bluff his way through these two important questions. Can only vote against!!!",16000,"2020-11-01 11:26:53",108757,20313,"2020-11-01",1322862672287830016,12951,0,0,0
"N","","",0,0,0,0,0,"When I originally became your all time favorite President, the Great State of Michigan was hemorrhaging car companies and jobs. Plants were closing and moving to Mexico, and other places. No new plants for decades. I stopped the moves, &amp; now many plants are and have been built...",2000,"2020-11-01 11:49:35",124689,22972,"2020-11-01",1322868385361890048,19372,0,0,0
"N","","",0,0,0,0,0,"Biden wants to LOCKDOWN our Country, maybe for years. Crazy! There will be NO LOCKDOWNS. The great American Comeback is underway!!!",49000,"2020-11-01 13:25:20",219669,40020,"2020-11-01",1322892481751650048,22787,0,0,0
"N","","",0,0,0,0,0,"The legendary actor, 007 Sean Connery, has past on to even greener fairways. He was quite a guy, and a tough character. I was having a very hard time getting approvals for a big development in Scotland when Sean stepped in and shouted,“Let him build the damn thing”. That was....",24000,"2020-11-01 13:54:29",150291,21015,"2020-11-01",1322899819661299968,21426,0,0,0
"N","","",0,0,0,0,0,"WISCONSIN! Vote to defend your family, your Country, and the American Way of Life. Get out and VOTE TODAY before In-Person Absentee Voting ends. Your vote will MAKE AMERICA GREAT AGAIN! https://t.co/1ZHvrX3Hgk",693,"2020-11-01 15:10:59",52257,10724,"2020-11-01",1322919071042690048,4386,0,0,0
"N","","",0,0,0,0,0,"Joe Biden constantly used the term “Super Predator” when referring to young Black Men, according to my sources.",5000,"2020-11-01 15:34:50",138269,23807,"2020-11-01",1322925071674070016,29694,0,0,0
"N","","",0,0,0,0,0,"Being restored immediately. @Facebook stated that they made an “enforcement error”. Thank you! https://t.co/EJDJ0ztbT2",14000,"2020-11-01 15:41:22",75977,16616,"2020-11-01",1322926715576979968,4996,0,0,0
"N","","",0,0,0,0,0,"Report: Democrats Growing More Anxious in Pennsylvania https://t.co/xRDgViR47O via @BreitbartNews  Biden would kill Fracking and our great 2nd Amendment. No wonder he’s losing Pennsylvania!",730,"2020-11-01 15:58:20",51185,10627,"2020-11-01",1322930983725900032,4017,0,0,0
"N","","",0,0,0,0,0,"GOP Rep. Jordan: Trump Winning Margin ‘Is Going to Be So Strong‘ -- ‘It‘s Going to Be a No-Doubter‘ https://t.co/o3iCRi4ROc via @BreitbartNews",11000,"2020-11-01 16:05:25",54130,11752,"2020-11-01",1322932770121920000,4977,0,0,0
"N","","",0,0,0,0,0,"WATCH: Antifa Shouts ‘Death to Your f**king Empire‘ While Burning U.S. Flag https://t.co/OPO3vE5asK via @BreitbartNews These are Criminal Anarchists and must be brought to Justice! Biden fears them. @FBI",31000,"2020-11-01 16:12:12",67570,21489,"2020-11-01",1322934473437179904,11083,0,0,0
"N","","",0,0,0,0,0,"THANK YOU MICHIGAN!
https://t.co/OsZuEqrWv1",456,"2020-11-01 17:31:12",54530,9278,"2020-11-01",1322954356241629952,2304,0,0,0
"N","","",0,0,0,0,0,"Over the last 4 years, I have fought for Michigan like no one ever has! https://t.co/yYgb3OLeuy",467,"2020-11-01 17:32:10",44613,8063,"2020-11-01",1322954601117680128,2748,0,0,0
"N","","",0,0,0,0,0,"I am standing up to the global special interests who got rich bleeding America Dry. The corrupt establishment hates me because I don’t answer to THEM – I answer to YOU! https://t.co/jVsBVaqs2R",960,"2020-11-01 17:32:32",55572,12532,"2020-11-01",1322954692176039936,3849,0,0,0
"N","","",0,0,0,0,0,"You don’t have to take my word on Biden’s 47 years of treachery and betrayal. We have it on tape, watch! https://t.co/rQUAZt7EqX",3000,"2020-11-01 17:32:45",74900,25530,"2020-11-01",1322954744374170112,5873,0,0,0
"N","","",0,0,0,0,0,"Under my leadership, our ECONOMY is now growing at the fastest rate EVER recorded—33.1%! While foreign nations are in freefall, we are creating the world’s greatest ECONOMIC POWERHOUSE! Get out and VOTE on November 3rd, so we can keep it going! #MAGA https://t.co/LMtLmbruru",868,"2020-11-01 17:35:27",54536,11276,"2020-11-01",1322955424807719936,5549,0,0,0
"N","","",0,0,0,0,0,"Biden is a proven Castro puppet! Vote TRUMP",104000,"2020-11-01 19:08:34",204487,31919,"2020-11-01",1322978858610569984,35195,0,0,0
"N","","",0,0,0,0,0,"Chris Wallace of @FoxNews, by far the lowest rated of the Sunday morning news programs, can’t get over his poor debate performance, probably even worse than Sleepy Joe’s. His show is a total “hit job” on your favorite President, me!",28000,"2020-11-01 19:20:37",120511,20440,"2020-11-01",1322981893357240064,13568,0,0,0
"N","","",0,0,0,0,0,"Michigan was GREAT! Landing now in Dubuque, Iowa. See you soon.",1000,"2020-11-01 19:22:36",145682,17328,"2020-11-01",1322982389656610048,7663,0,0,0
"N","","",0,0,0,0,0,"Thank you Iowa!",934,"2020-11-01 21:40:42",178244,16176,"2020-11-01",1323017145563820032,5774,0,0,0
"N","","",0,0,0,0,0,"Biden did a very POOR job of handling H1N1 Swine Flu, yet all he talks about is Covid, Covid, Covid, like he would actually know what he is doing. He doesn’t. Plus, he would be TERRIBLE with the Economy!",25000,"2020-11-01 21:53:03",130494,22536,"2020-11-01",1323020254054789888,16494,0,0,0
"N","","",0,0,0,0,0,"Pennsylvania: Biden said that he doesn’t want Fracking. Besides, and more importantly, his handlers won’t allow Fracking. That would be the end of Pennsylvania!",1000,"2020-11-01 21:58:59",95634,17445,"2020-11-01",1323021747248009984,7473,0,0,0
"N","","",0,0,0,0,0,"For decades, Joe Biden let other countries rip you off and cheat America blind! The only people who’ve benefited from his policies are himself &amp; his family. He shows up every 4 years, and then goes back to D.C. and caters to his special interests. My only special interest is YOU.",18000,"2020-11-01 22:34:37",105662,23428,"2020-11-01",1323030714330289920,8366,0,0,0
"N","","",0,0,0,0,0,"Biden will terminate school choice, eliminate charter schools, defund religious schools, ban prayer in public schools, indoctrinate your children with Anti-American lies, and force you to subsidize extreme late-term abortion. We believe that every child is a Sacred Gift from God!",43000,"2020-11-01 22:35:04",129484,29576,"2020-11-01",1323030825072470016,20056,0,0,0
"N","","",0,0,0,0,0,"Joe Biden is the candidate of rioters, looters, arsonists, gun-grabbers, flag-burners, Marxists, lobbyists, and special interests. I am the candidate of farmers, factory workers, police officers, and hard-working, law-abiding patriots of every race, religion and creed! #MAGA",7000,"2020-11-01 22:35:31",199132,47213,"2020-11-01",1323030938952059904,27854,0,0,0
"N","","",0,0,0,0,0,"People are forgetting that if Sleepy Joe Biden and the Radical Left Dems win, you will vey quickly lose your Second Amendment! https://t.co/gsFSghkmdM",15000,"2020-11-01 22:36:15",56154,12437,"2020-11-01",1323031125611239936,14966,0,0,0
"N","","",0,0,0,0,0,"Thank you North Carolina! 
https://t.co/rOjbbWyDV2",694,"2020-11-02 0:52:41",70528,12257,"2020-11-02",1323065461085449984,4336,0,0,0
"N","","",0,0,0,0,0,"In my opinion, these patriots did nothing wrong. Instead, the FBI &amp; Justice should be investigating the terrorists, anarchists, and agitators of ANTIFA, who run around burning down our Democrat run cities and hurting our people! https://t.co/of6Lna3HMU",97000,"2020-11-02 1:18:53",110716,27272,"2020-11-02",1323072051402350080,47343,0,0,0
"N","","",0,0,0,0,0,"Thank you Georgia! #MAGA
https://t.co/q6cbQQ0RRh",986,"2020-11-02 3:33:49",59972,10070,"2020-11-02",1323106009381019904,3362,0,0,0
"N","","",0,0,0,0,0,"Joe Biden is a corrupt politician who is bought and paid for by China! In 2016, Georgia voted to FIRE this corrupt political establishment and you elected an outsider as President who is finally putting AMERICA FIRST!
https://t.co/vPCsZmKSOX",703,"2020-11-02 4:15:17",45578,9354,"2020-11-02",1323116444201159936,4562,0,0,0
"N","","",0,0,0,0,0,"Remember, Third Quarter GDP is the biggest in U.S. history, by far. Next year will be our best ever!",15000,"2020-11-02 4:17:56",137516,21635,"2020-11-02",1323117111732960000,8132,0,0,0
"N","","",0,0,0,0,0,"Biden will repeal your Second Amendment and Pack the Court!",25000,"2020-11-02 4:21:07",150243,23355,"2020-11-02",1323117914367490048,17215,0,0,0
"N","","",0,0,0,0,0,"Getting ready to land in the Great State of Florida. See you soon!",1000,"2020-11-02 4:22:47",130561,12530,"2020-11-02",1323118334368389888,6029,0,0,0
"N","","",0,0,0,0,0,"MAKE AMERICA GREAT AGAIN!",65000,"2020-11-02 4:24:32",346903,47386,"2020-11-02",1323118772480179968,24691,0,0,0
"N","","",0,0,0,0,0,"Thank you Florida! #MAGA 
https://t.co/eRiIiumNIR",520,"2020-11-02 5:55:34",54028,9162,"2020-11-02",1323141683014520064,2399,0,0,0
"N","","",0,0,0,0,0,"Under my leadership, our ECONOMY is now growing at the fastest rate EVER recorded—33.1%! #MAGA https://t.co/r80uItcwGn",710,"2020-11-02 6:01:06",53076,9625,"2020-11-02",1323143076605580032,4513,0,0,0
"N","","",0,0,0,0,0,"For 47 years, Sleepy Joe Biden betrayed Hispanic-Americans. Now he wants to close your small businesses, eliminate school choice, and attack our Hispanic Law Enforcement Heroes. I will always stand with the incredible Hispanic-American community! https://t.co/4KMnlRkg7c",11000,"2020-11-02 6:03:47",62440,12966,"2020-11-02",1323143751250909952,7730,0,0,0
"N","","",0,0,0,0,0,"If you need information on how or where to VOTE, click below! #MAGA https://t.co/gsFSghkmdM",556,"2020-11-02 6:35:55",44628,9177,"2020-11-02",1323151837449649920,4061,0,0,0
"N","","",0,0,0,0,0,"Just learned that Sleepy Joe Biden is campaigning in Pennsylvania with Lady Gaga, a proud member of “Artists Against Fracking.” This is more proof that he would ban Fracking and skyrocket your energy prices...",6000,"2020-11-02 6:51:42",167131,37751,"2020-11-02",1323155809682050048,31707,0,0,0
"N","","",0,0,0,0,0,"As long as I’m in office, NEBRASKA, MICHIGAN, MINNESOTA, and OHIO will bounce back Bigger and Better than ever before! Early Vote polls close today in these Great States and we need YOU to get out and VOTE! Together, we’ll MAKE AMERICA GREAT AGAIN!! https://t.co/7KiL8PyWqG",14000,"2020-11-02 13:11:42",78216,15298,"2020-11-02",1323251437883810048,10954,0,0,0
"N","","",0,0,0,0,0,"This story is FALSE. They did nothing wrong. But the ANTIFA Anarchists, Rioters and Looters, who have caused so much harm and destruction in Democrat run cities, are being seriously looked at! https://t.co/3pmbMllPWS",31000,"2020-11-02 15:17:43",90707,21426,"2020-11-02",1323283153805479936,19540,0,0,0
"N","","",0,0,0,0,0,"West Virginia, Get Out and Vote for Patrick Morrisey for Attorney General! He has my Complete and Total Endorsement! https://t.co/paz9zrmeFJ",370,"2020-11-02 16:10:47",42172,8227,"2020-11-02",1323296508654080000,2001,0,0,0
"N","","",0,0,0,0,0,"On my way to North Carolina. Big crowds, see you in a little while! https://t.co/gsFSghkmdM",611,"2020-11-02 16:20:50",53957,8343,"2020-11-02",1323299035697080064,4685,0,0,0
"N","","",0,0,0,0,0,"Landing in North Carolina. See you soon!",13000,"2020-11-02 16:38:26",154323,14200,"2020-11-02",1323303465469110016,6860,0,0,0
"N","","",0,0,0,0,0,"Texas, Pennsylvania:
 Biden is against Second Amendment and Fracking. Please remember!",24000,"2020-11-02 16:44:14",125921,23079,"2020-11-02",1323304926005449984,16884,0,0,0
"N","","",0,0,0,0,0,"Biden was a pathetic laughing stock all over Washington for the horrible way he handled the H1N1 Swine Flu. Even his own Chief of Staff said he didn’t know what he was doing!",18000,"2020-11-02 18:08:47",91001,16464,"2020-11-02",1323326204384960000,12843,0,0,0
"N","","",0,0,0,0,0,"“No President in history has done more for OHIO than President Trump.”",23000,"2020-11-02 18:12:51",123530,16194,"2020-11-02",1323327227358970112,10157,0,0,0
"N","","",0,0,0,0,0,"I PREPAID Millions of Dollars in FEDERAL INCOME TAXES!",48000,"2020-11-02 18:17:14",156507,21359,"2020-11-02",1323328330821560064,31138,0,0,0
"N","","",0,0,0,0,0,"THANK YOU NORTH CAROLINA!
https://t.co/zeRFGhMQqd",339,"2020-11-02 18:22:15",42543,7417,"2020-11-02",1323329590174040064,1823,0,0,0
"N","","",0,0,0,0,0,"Every corrupt force in American life that betrayed you and hurt your are supporting Joe Biden: The failed establishment that started the disastrous foreign wars; The career politicians that offshored your industries &amp; decimated your factories; The open borders lobbyists...",14000,"2020-11-02 18:26:13",73116,17514,"2020-11-02",1323330590867859968,9698,0,0,0
"N","","",0,0,0,0,0,"Biden can never negotiate with China. They would own the U.S. if he were ever President!",27000,"2020-11-02 18:26:56",163580,26281,"2020-11-02",1323330770199409920,12936,0,0,0
"N","","",0,0,0,0,0,"We have more Cases because we have more Testing!",153000,"2020-11-02 18:35:24",291980,30475,"2020-11-02",1323332899471409920,52552,0,0,0
"N","","",0,0,0,0,0,"MAKE AMERICA GREAT AGAIN!
https://t.co/gsFSghkmdM https://t.co/390duZCB6P",44000,"2020-11-02 18:41:56",91832,21884,"2020-11-02",1323334544272090112,10723,0,0,0
"N","","",0,0,0,0,0,"Biden NEVER named his list of Supreme Court Justices. Never even said whether or not he was going to Pack the Court. So how do you vote for this guy?",18000,"2020-11-02 18:44:29",106851,18389,"2020-11-02",1323335185035749888,13774,0,0,0
"N","","",0,0,0,0,0,"Biden will RAISE YOUR TAXES (Biggest increase ever!).",28000,"2020-11-02 18:48:01",134776,22282,"2020-11-02",1323336076568590080,14577,0,0,0
"N","","",0,0,0,0,0,"The Depraved Swamp have been trying to stop me – because they know I don’t answer to THEM – I answer only to YOU. Together, we will defeat the corrupt establishment, we will DETHRONE the failed political class, we will drain the Washington Swamp &amp; we will SAVE THE AMERICAN DREAM!",43000,"2020-11-02 19:05:15",129611,31753,"2020-11-02",1323340413579729920,13416,0,0,0
"N","","",0,0,0,0,0,"Joe Biden is bought and paid for by Big Tech, Big Media, Big Donors, and powerful special interests. They are desperate for him to win because they own him, they control him, and they know he will always do their bidding! https://t.co/gsFSghkmdM https://t.co/7zJvOFACWz",11000,"2020-11-02 19:12:47",59416,13492,"2020-11-02",1323342308922840064,5843,0,0,0
"N","","",0,0,0,0,0,"Just signed an order to establish the 1776 Commission. We will stop the radical indoctrination of our students, and restore PATRIOTIC EDUCATION to our schools!",164000,"2020-11-02 19:22:20",266462,55157,"2020-11-02",1323344710023470080,30646,0,0,0
"N","","",0,0,0,0,0,"Landing in Scranton, Pennsylvania!",24000,"2020-11-02 19:24:45",143745,13601,"2020-11-02",1323345318528740096,8159,0,0,0
"N","","",0,0,0,0,0,"I gave Maine everything that Obama/Biden took away from it. 5000 square miles, Lobster, Fishing, ended tariffs from China and E.U. and much more. Vote Trump Maine!",16000,"2020-11-02 19:29:20",101768,19218,"2020-11-02",1323346474348900096,9097,0,0,0
"N","","",0,0,0,0,0,"THANK YOU PENNSYLVANIA!
https://t.co/pI55IZbmJ1",518,"2020-11-02 21:17:31",54403,9610,"2020-11-02",1323373698376719872,1881,0,0,0
"N","","",0,0,0,0,0,"Joe Biden’s plan to BAN FRACKING is an Economic DEATH SENTENCE for Pennsylvania. A vote for Biden is a vote to Ban Fracking, Outlaw Mining, explode energy costs, and totally DESTROY Pennsylvania. Get out tomorrow and VOTE #TrumpPence2020! https://t.co/niFJw558En",484,"2020-11-02 21:20:15",39784,8695,"2020-11-02",1323374386980750080,3003,0,0,0
"N","","",0,0,0,0,0,"Joe Biden is a globalist who spent 47 years outsourcing your jobs, opening your borders, and sacrificing American blood and treasure in endless foreign wars. He shuttered your steel mills, annihilated your coal jobs, and supported every disastrous trade deal for half a century...",19000,"2020-11-02 21:24:02",109152,24245,"2020-11-02",1323375339540760064,9103,0,0,0
